lat,lon,depth_m,diameter_m,dD,pf_slope,ef_slope,circ,test
-75.033,-38,1082,6396.7,0.16915,0.38957,0.39057,0.9495,0
-75.032,165.81,361.92,2809.1,0.12884,0.26184,0.26276,0.86047,0
-75.03,-149.48,1362,16522,0.08244,0.12363,0.14349,0.96722,0
-75.03,-118.63,562.39,3360.3,0.16736,0.14891,0.075462,0.66283,0
-75.024,68.063,349.5,4341.6,0.0805,0.086958,0.10758,0.65666,0
-75.016,-142.98,583.37,3891.5,0.14991,0.25039,0.18214,0.72289,0
-75.009,159.81,547.95,4271.2,0.12829,0.21493,0.22354,0.99998,0
-75.008,-154.32,495.27,4453.9,0.1112,0.21099,0.14157,0.83333,0
-75.006,22.062,820.06,4182.1,0.19609,0.39037,0.45069,0.88232,0
-75.001,-68.02,133.27,2561.8,0.05202,0.061196,0.080054,0.8618,0
-74.99,-54.86,438.91,3584.8,0.12243,0.19395,0.081785,0.75001,0
-74.989,-105.87,373.45,3306,0.11296,0.21274,0.24375,0.87369,0
-74.964,4.4067,603.35,5058.6,0.11927,0.22594,0.17258,0.91362,0
-74.964,-156.36,618.7,4062.8,0.15229,0.18243,0.28391,0.8793,0
-74.944,-58.12,1347.7,7172.8,0.18788,0.34834,0.37916,0.7376,0
-74.942,-102.58,771.19,5443.6,0.14167,0.30758,0.20578,0.75343,0
-74.939,-125.17,389.48,4859.3,0.08015,0.10299,0.11482,0.95312,0
-74.935,167.43,1012.6,5973.5,0.16951,0.3473,0.36437,0.9619,0
-74.924,-151.69,751.05,4998.2,0.15026,0.2158,0.14141,0.97116,0
-74.921,115.77,249.43,2375.4,0.10501,0.20429,0.13923,0.92132,0
-74.92,38.971,346.95,2694.2,0.12878,0.1719,0.06759,0.8692,0
-74.909,-171.34,729.73,5356.6,0.13623,0.16732,0.17734,0.79867,0
-74.902,-86.55,1058.2,7770.7,0.13618,0.29659,0.3268,0.94068,0
-74.901,-26.98,558.29,2954.8,0.18895,0.17212,0.17102,0.55434,0
-74.898,-111.51,820.13,5559.5,0.14752,0.20917,0.23886,0.77049,0
-74.895,-107.63,307.68,3939.7,0.078098,0.16953,0.086321,0.90064,0
-74.894,176.01,1041.6,6510.6,0.15998,0.31946,0.39102,0.93939,0
-74.893,-73.75,277.52,3505.1,0.079174,0.12746,0.16028,0.99998,0
-74.891,-160.47,640.76,5146.1,0.12451,0.16758,0.29537,0.98307,0
-74.89,-101.85,395.85,3493,0.11333,0.31997,0.23403,0.66669,0
-74.882,152.22,485.72,2636.2,0.18425,0.28463,0.22362,0.84259,0
-74.882,-169.56,343.3,3563.3,0.096342,0.2097,0.19794,0.96099,0
-74.882,-15.93,341.96,2809.9,0.1217,0.28195,0.2515,0.96035,0
-74.881,76.089,476.2,3711.6,0.1283,0.14144,0.23274,0.74256,0
-74.874,169.67,623.14,4778,0.13042,0.24494,0.34075,0.95273,0
-74.874,-174.08,414.94,4800.3,0.08644,0.13665,0.21744,0.83622,0
-74.874,-137.68,849.71,5973.5,0.14225,0.35356,0.28064,0.89382,0
-74.858,156.36,371.5,4262,0.087166,0.12222,0.1319,0.80454,0
-74.844,-148.93,781.92,5248,0.14899,0.18497,0.24243,0.88693,0
-74.842,-108.62,610.44,5691.3,0.10726,0.2549,0.19652,0.8334,0
-74.84,67.85,1279.2,7741.2,0.16524,0.35134,0.32179,0.99114,0
-74.835,63.609,591.87,7659.2,0.077275,0.10766,0.18877,0.94696,0
-74.835,125.86,620.49,3391.4,0.18296,0.40162,0.41475,0.96737,0
-74.832,-19.29,342.11,3215.5,0.10639,0.19576,0.18145,0.97373,0
-74.828,151.86,435.35,3505.1,0.1242,0.22816,0.27274,0.98878,0
-74.822,62.472,294.23,4102.7,0.071717,0.11913,0.16883,0.97175,0
-74.821,-83.11,752.08,5775.5,0.13022,0.35701,0.20498,0.94158,0
-74.821,-3.3,427.13,3012.7,0.14178,0.16083,0.15764,0.54735,0
-74.82,-121.42,282.93,2810,0.10069,0.1085,0.16857,0.74617,0
-74.813,-78.69,371.45,3302.3,0.11248,0.22725,0.26253,0.98275,0
-74.808,159.31,442.66,3744.2,0.11823,0.23894,0.14275,0.78339,0
-74.808,-116.36,729.5,5192,0.1405,0.28843,0.27851,0.68552,0
-74.804,-70.95,533.13,4345.2,0.12269,0.18744,0.17451,0.85229,0
-74.798,-22.66,410.82,2071.2,0.19835,0.18663,0.20672,0.40624,0
-74.794,-97.25,698.29,5641.4,0.12378,0.2493,0.27952,0.95796,0
-74.793,178.22,400.98,3650,0.10986,0.25487,0.22784,0.97681,0
-74.792,170.13,630.87,4671.8,0.13504,0.24174,0.34478,0.9798,0
-74.784,-4.09,499.13,3959,0.12608,0.14015,0.11974,0.4908,0
-74.783,-167.2,881.06,6334.3,0.13909,0.23736,0.34057,0.81528,0
-74.78,-178.5,651.18,5047.7,0.12901,0.20927,0.27577,0.83607,0
-74.78,-171.05,868.58,5987.6,0.14506,0.30476,0.20435,0.73585,0
-74.768,15.821,463.76,3312.2,0.14001,0.27228,0.20841,0.71162,0
-74.768,-165.17,691.94,5855.1,0.11818,0.20083,0.23675,0.83897,0
-74.759,-7.73,256.39,3794.8,0.067564,0.092469,0.13025,0.86183,0
-74.748,58.201,1075.9,5559.5,0.19353,0.32458,0.42912,0.97917,0
-74.748,-2.45,668.73,4465.6,0.14975,0.29848,0.33541,0.7152,0
-74.74,-157.16,629.56,4279.2,0.14712,0.22294,0.32929,0.94118,0
-74.737,-27.73,712.99,3915.3,0.18211,0.24916,0.23722,0.83238,0
-74.732,-153.67,497.54,5058.7,0.098354,0.18207,0.17051,0.84674,0
-74.731,-10.53,558.41,5267.2,0.10602,0.15491,0.17605,0.96859,0
-74.731,-6.33,259.25,3302.4,0.078505,0.16321,0.13465,0.93437,0
-74.727,-106.43,452.82,5443.6,0.083184,0.11464,0.068496,0.79138,0
-74.725,166.11,626.92,5018.8,0.12491,0.22123,0.19968,0.90648,0
-74.725,174.69,720,5493.1,0.13108,0.31161,0.33162,0.98229,0
-74.723,-35.58,331.66,3070.6,0.10801,0.14225,0.14473,0.77373,0
-74.719,46.772,696.08,6328.3,0.10999,0.23637,0.24101,0.98164,0
-74.717,8.5536,566.6,4704.5,0.12044,0.32649,0.28198,0.96364,0
-74.716,-171.82,448.95,4628.1,0.097004,0.21126,0.16782,0.98359,0
-74.715,42.49,345.82,2896.7,0.11938,0.22864,0.22339,0.79359,0
-74.703,-145.57,579.73,4381.5,0.13231,0.16314,0.28698,0.76924,0
-74.697,-158.41,597.38,4455.4,0.13408,0.13908,0.1838,0.81885,0
-74.691,-102.17,550.5,4759.1,0.11567,0.21477,0.23665,0.91112,0
-74.69,-82.13,856.63,6333.2,0.13526,0.25269,0.30809,0.87364,0
-74.686,-16.17,274.79,3012.7,0.091211,0.11427,0.20135,0.73238,0
-74.685,-27.21,297.42,3909.2,0.076082,0.11456,0.12838,0.90729,0
-74.681,124.9,576.43,3823.9,0.15074,0.26434,0.37621,0.68045,0
-74.674,-152.37,633.42,3863.6,0.16395,0.32281,0.30054,0.91506,0
-74.67,78.419,332.78,4374.1,0.076079,0.12744,0.1553,0.82064,0
-74.662,8.0697,595.28,4978.9,0.11956,0.2314,0.20547,0.96901,0
-74.658,-45.71,819.17,5701.3,0.14368,0.21479,0.32043,0.99999,0
-74.654,-146.94,514.68,3385.6,0.15202,0.27002,0.30115,0.95505,0
-74.654,-7.81,391.16,3421.4,0.11433,0.11922,0.1174,0.73564,0
-74.647,125.77,480.85,3425.4,0.14038,0.28018,0.24669,0.75436,0
-74.641,4.8881,660.15,4797.7,0.1376,0.25287,0.18676,0.76101,0
-74.625,0.16135,469.36,3910.5,0.12002,0.20106,0.23182,0.894,0
-74.621,44.36,1050.8,5952.9,0.17652,0.45153,0.35906,0.93288,0
-74.618,66.189,878.18,6580.7,0.13345,0.20588,0.17047,0.62251,0
-74.618,147.17,606.38,3664.6,0.16547,0.29214,0.36557,0.63018,0
-74.615,-156.51,484.28,3244.5,0.14926,0.09564,0.31829,0.98247,0
-74.614,109.25,396.25,9640.7,0.041102,0.063693,0.079166,0.93681,0
-74.613,67.512,422.93,3535.3,0.11963,0.23158,0.18777,0.82789,0
-74.606,6.5114,475.9,3823.9,0.12445,0.21713,0.22962,0.89722,0
-74.605,-64.14,2658.8,17674,0.15044,0.22448,0.27916,0.95625,0
-74.604,-79.8,1126.3,6150.9,0.18312,0.43974,0.39541,0.97195,0
-74.603,179.53,583.48,6213.7,0.093903,0.14969,0.21372,0.97499,0
-74.603,-43.8,1476.4,16464,0.08968,0.057562,0.093328,0.99099,0
-74.595,119.5,682.16,3157.6,0.21604,0.1464,0.24371,0.78983,0
-74.583,-159.03,663.28,5245.7,0.12644,0.21873,0.24774,0.99067,0
-74.583,-143.28,314.96,4432,0.071064,0.093216,0.14679,0.84994,0
-74.578,126.54,954.62,5913.4,0.16143,0.34582,0.35823,0.99172,0
-74.577,-94.31,447.23,2925.8,0.15286,0.19303,0.096483,0.81447,0
-74.577,-85.33,1297.4,7840.8,0.16547,0.45145,0.34931,0.95727,0
-74.571,136.89,971.75,5266.2,0.18453,0.38932,0.46694,0.92081,0
-74.57,-16.59,683.44,5641.4,0.12115,0.32784,0.17434,0.95797,0
-74.567,-84.49,647.88,4206.4,0.15402,0.34172,0.27136,0.77272,0
-74.563,1.9873,736.41,5542.7,0.13286,0.18261,0.32895,0.87503,0
-74.562,-173.11,2530.5,12905,0.19608,0.43573,0.50086,0.93913,0
-74.562,-152.78,331.29,2954.6,0.11213,0.12955,0.131,0.93571,0
-74.561,-37.61,993.82,6032.5,0.16474,0.21093,0.29173,0.94442,0
-74.554,-112.69,296.79,2867.8,0.10349,0.18144,0.17957,0.98012,0
-74.55,-5.71,181.1,2867.9,0.063148,0.10278,0.077068,0.72264,0
-74.542,3.6133,649.74,4750.8,0.13677,0.25079,0.24275,0.62338,0
-74.535,-18.77,651.51,4704.4,0.13849,0.26429,0.18504,0.88076,0
-74.523,0.27686,382.39,3447.2,0.11093,0.20075,0.18227,0.99995,0
-74.52,116.47,557.87,4345,0.12839,0.12731,0.14099,0.94927,0
-74.519,-170.02,748.16,4651.8,0.16083,0.28118,0.24408,0.74604,0
-74.516,-135.67,458.46,3331.3,0.13762,0.30682,0.33637,0.8273,0
-74.513,-57.08,518.76,4341.7,0.11949,0.22856,0.13863,0.73153,0
-74.511,-25.93,419.23,4849.6,0.086446,0.12529,0.13907,0.95144,0
-74.505,-93.01,593.02,5217.9,0.11365,0.1873,0.062163,0.86185,0
-74.498,-174.39,609.57,4107.7,0.1484,0.19653,0.15832,0.6917,0
-74.497,-114.7,627.86,3505,0.17913,0.38967,0.37598,0.90721,0
-74.486,-49.55,629.64,3837.1,0.16409,0.35881,0.38138,0.79647,0
-74.485,-67.42,673.7,5592.1,0.12047,0.19525,0.27938,0.80143,0
-74.485,-2.73,293.41,3538.6,0.082918,0.087768,0.13804,0.764,0
-74.483,-20.06,392.49,3731.9,0.10517,0.20329,0.19338,0.87331,0
-74.476,-163.65,307.29,3140,0.09786,0.13812,0.1335,0.80373,0
-74.476,-67,684.21,5559.4,0.12307,0.21004,0.27929,0.83184,0
-74.475,111.52,1025.2,8603.6,0.11915,0.10075,0.088482,0.74999,0
-74.475,-137.39,553.82,4899.2,0.11304,0.19244,0.15478,0.88394,0
-74.473,-104.14,786.08,8519.3,0.09227,0.13007,0.19415,0.89505,0
-74.469,-111.06,379.57,3766,0.10079,0.19379,0.10143,0.8497,0
-74.465,-79.41,486.85,4229.2,0.11512,0.2658,0.21598,0.87949,0
-74.461,8.1769,559.8,4990.2,0.11218,0.18187,0.22639,0.83005,0
-74.459,85.698,1353.7,9081.6,0.14906,0.39317,0.31439,0.77551,0
-74.455,33.273,1051.5,6136.3,0.17136,0.118,0.14973,0.91176,0
-74.448,-61.83,1719.6,9467.7,0.18163,0.3596,0.4032,0.81539,0
-74.445,-7.06,1368.1,8045.9,0.17004,0.34222,0.44348,0.96194,0
-74.443,-159.22,560.73,4102.3,0.13669,0.19497,0.35578,0.82393,0
-74.439,159.64,593.2,4381.4,0.13539,0.2448,0.099826,0.71429,0
-74.438,-72.86,577.78,3544.9,0.16299,0.30803,0.30457,0.78068,0
-74.429,-121.36,455.69,4948.7,0.092083,0.10275,0.14281,0.68492,0
-74.426,-120.88,516.98,3481,0.14851,0.22709,0.25496,0.73692,0
-74.421,-82.51,1029.1,6860.3,0.15001,0.38895,0.34175,0.92797,0
-74.415,57.269,597.1,4706.6,0.12687,0.2046,0.22265,0.8421,0
-74.411,-84.96,475.44,3784,0.12564,0.16138,0.22847,0.80512,0
-74.408,-12.05,495.14,2788.2,0.17759,0.23604,0.3009,0.69307,0
-74.407,-28.77,636.21,4573.2,0.13912,0.24887,0.30936,0.82455,0
-74.405,-178.38,854.15,5855.2,0.14588,0.31362,0.30812,0.88392,0
-74.405,-56.57,802.61,5086.3,0.1578,0.26414,0.2425,0.87754,0
-74.404,34.399,498.19,6021.3,0.082737,0.18769,0.13435,0.99031,0
-74.4,152.22,395.62,3273.3,0.12086,0.24388,0.24229,0.81292,0
-74.392,-26.43,406.31,3624.6,0.1121,0.16638,0.22875,0.97851,0
-74.386,48.247,1092.1,6565,0.16635,0.33154,0.3456,0.89516,0
-74.385,115.7,253.11,2838.9,0.089159,0.15606,0.1965,0.87506,0
-74.384,-164.29,574.28,5058.2,0.11353,0.20922,0.20599,0.90065,0
-74.374,162.63,398.99,3733.8,0.10686,0.20154,0.1402,0.99992,0
-74.369,-170.11,748.16,4651.8,0.16083,0.28125,0.24414,0.74604,0
-74.367,-99.06,468.04,4651.7,0.10062,0.23947,0.1732,0.93998,0
-74.363,-17.16,626.44,4335.8,0.14448,0.33681,0.32356,0.97456,0
-74.359,-150.83,365.26,4142.5,0.088175,0.11907,0.098976,0.97947,0
-74.352,-150.32,361.74,3801.5,0.095158,0.14926,0.18195,0.99296,0
-74.342,-37.14,519.78,3597.8,0.14447,0.3223,0.20203,0.7132,0
-74.335,8.6271,335.68,3215.6,0.10439,0.21466,0.1475,0.81023,0
-74.335,137.91,432.69,3389.3,0.12766,0.27395,0.17993,0.95901,0
-74.326,129.11,1332.9,6032.7,0.22094,0.44225,0.52992,0.93576,0
-74.323,-36.14,453.21,2752,0.16468,0.29658,0.22954,0.60508,0
-74.322,54.275,1737.5,19008,0.091408,0.097723,0.14113,0.98449,0
-74.321,10.355,362.34,2429.8,0.14912,0.22383,0.18159,0.61618,0
-74.32,-176.17,921.86,6564.7,0.14043,0.24668,0.25171,0.98226,0
-74.318,-176.87,547.69,4540.6,0.12062,0.22117,0.20026,0.8571,0
-74.31,-129.72,253.78,2809.8,0.090317,0.17506,0.15793,0.95091,0
-74.308,-47.18,583.53,3385.6,0.17235,0.26251,0.26632,0.65891,0
-74.306,11.201,372.76,2694,0.13837,0.23134,0.24033,0.88571,0
-74.306,-44.67,1206.2,5950.5,0.2027,0.29077,0.16594,0.67999,0
-74.302,-73.53,1764.4,11313,0.15596,0.33468,0.30414,0.88793,0
-74.301,-55.14,417.81,3689.5,0.11324,0.21045,0.16712,0.86111,0
-74.299,-153.97,731.24,4819.6,0.15172,0.30027,0.34848,0.80134,0
-74.291,-58.1,490.85,3360.3,0.14607,0.098914,0.16965,0.95863,0
-74.282,-156.48,396.47,2839,0.13965,0.20471,0.13121,0.97037,0
-74.281,125.43,907.59,5245.8,0.17301,0.23084,0.21013,0.82172,0
-74.281,-171.73,430.72,2954.7,0.14578,0.2586,0.16991,0.81597,0
-74.278,3.0927,279.25,3311.1,0.084338,0.14129,0.22447,0.97807,0
-74.271,-13.59,221.63,3041.7,0.072864,0.11713,0.13237,0.96332,0
-74.267,-65.78,995.99,4354.7,0.22872,0.26262,0.45169,0.52069,0
-74.262,14.351,452.92,2230.6,0.20305,0.40015,0.42287,0.96559,0
-74.262,-110.21,464.97,4117.4,0.11293,0.10362,0.18548,0.75001,0
-74.259,-146.53,1046.3,5145.5,0.20335,0.19878,0.19143,0.59184,0
-74.251,-169.37,722.01,5938.3,0.12158,0.25321,0.13651,0.87589,0
-74.25,-163.21,685.62,4721.8,0.1452,0.18891,0.28031,0.88583,0
-74.245,71.144,819.04,3823.7,0.2142,0.47063,0.46715,0.87274,0
-74.245,-154.89,911.98,6449.4,0.1414,0.23506,0.37558,0.85807,0
-74.243,-106.74,1040.9,7452.1,0.13967,0.22002,0.20096,0.67379,0
-74.242,-172.63,485.79,5559.5,0.08738,0.1371,0.12328,0.90385,0
-74.242,-132.28,316.48,2954.7,0.10711,0.18465,0.17186,0.93578,0
-74.237,66.117,604.24,7050.7,0.085699,0.18873,0.1254,0.89131,0
-74.234,-173.65,660.69,6070.3,0.10884,0.16128,0.22519,0.86551,0
-74.233,-121.47,362.99,3345.8,0.10849,0.09819,0.20261,0.65117,0
-74.231,117.62,383.28,2812,0.1363,0.14063,0.17655,0.87768,0
-74.223,-78.98,679.98,5098.4,0.13337,0.27247,0.16168,0.99998,0
-74.22,50.558,203.26,2940.1,0.069135,0.086022,0.10047,0.92051,0
-74.217,-129.59,310.58,3331.3,0.09323,0.078378,0.12051,0.94265,0
-74.216,-48.42,858.83,5094.3,0.16859,0.37407,0.36633,0.97295,0
-74.215,-77.22,659.14,6928.2,0.095138,0.1169,0.14063,0.90908,0
-74.213,-25.32,640.21,4142.5,0.15455,0.32748,0.26706,0.93696,0
-74.212,-66.32,1330.2,6720.4,0.19793,0.13148,0.077928,0.51335,0
-74.209,46.449,645.96,2752,0.23473,0.1634,0.25867,0.51074,0
-74.2,-158.5,488.41,5417,0.090162,0.11953,0.16714,0.79072,0
-74.199,-160.8,533.26,4899.2,0.10885,0.21867,0.21382,0.99002,0
-74.198,-79.88,675.43,5097.2,0.13251,0.22709,0.32609,0.85124,0
-74.187,-83.42,1022.3,6727.9,0.15195,0.36672,0.33835,0.92426,0
-74.17,-167.09,565.57,4939,0.11451,0.20558,0.15148,0.8052,0
-74.165,-104.29,518.39,4780,0.10845,0.25439,0.11644,0.80541,0
-74.164,75.023,407.5,3215.6,0.12672,0.21212,0.27113,0.86051,0
-74.154,-58.44,591.16,4222,0.14002,0.31038,0.2288,0.92173,0
-74.152,-153.43,613.72,4461.1,0.13757,0.17884,0.21583,0.85495,0
-74.145,-167.76,394.62,3563.2,0.11075,0.21038,0.18832,0.93184,0
-74.144,-115.04,716.46,6071.3,0.11801,0.23712,0.34371,0.83869,0
-74.142,-177.49,805.31,6683.2,0.1205,0.24859,0.28021,0.96583,0
-74.142,-120.65,632.2,5146.7,0.12284,0.1972,0.23966,0.71232,0
-74.126,-165.77,490.4,2708.5,0.18106,0.18469,0.14629,0.45033,0
-74.123,36.588,400.33,3824.6,0.10467,0.23336,0.11423,0.99303,0
-74.121,55.575,759.92,5399.8,0.14073,0.29551,0.26982,0.91201,0
-74.116,-45.72,927.34,6032.6,0.15372,0.29102,0.25109,0.55435,0
-74.109,-98.87,577.34,4819.5,0.11979,0.15249,0.20072,0.79082,0
-74.104,-97.49,1093.5,7981,0.13701,0.37024,0.16923,0.9048,0
-74.103,121.55,505.55,3823.8,0.13221,0.15599,0.20984,0.76744,0
-74.099,-132.42,657.88,5295.2,0.12424,0.24002,0.27614,0.91453,0
-74.098,-11.58,486.27,4500.9,0.10804,0.14707,0.20125,0.73379,0
-74.095,-81.69,1093.4,7630.7,0.14328,0.25822,0.26605,0.86508,0
-74.091,-151.08,667.04,4837.6,0.13789,0.2262,0.16096,0.84772,0
-74.09,113.26,755.55,4848.2,0.15584,0.3004,0.2877,0.97208,0
-74.088,67.382,557.98,4142.4,0.1347,0.15727,0.093529,0.70748,0
-74.086,131.74,516.66,2838.8,0.182,0.31145,0.34477,0.96076,0
-74.082,-23.97,466.36,3792.7,0.12296,0.23533,0.23432,0.68667,0
-74.079,120.38,425.31,3765.8,0.11294,0.11293,0.19951,0.99996,0
-74.071,121.19,534.94,3592,0.14892,0.33166,0.25687,0.94657,0
-74.065,-85.9,458.01,3012.7,0.15203,0.2687,0.25451,0.77037,0
-74.064,138.11,579.35,3347,0.1731,0.39211,0.42362,0.98349,0
-74.064,-147.01,687.17,4107.3,0.1673,0.23595,0.35237,0.79806,0
-74.06,-155.57,1523.7,9825.1,0.15509,0.3198,0.32729,0.70065,0
-74.053,-63.7,799.78,6135.8,0.13035,0.17655,0.17239,0.84377,0
-74.052,-76.19,495.25,4948.7,0.10008,0.1378,0.13215,0.84746,0
-74.05,-64.81,398.99,5934.8,0.067228,0.09649,0.096489,0.93711,0
-74.033,-176.21,653.44,6532.3,0.10003,0.2413,0.18273,0.85715,0
-74.023,-153.31,711.77,4280.2,0.16629,0.27609,0.22236,0.78751,0
-74.008,102.58,464.16,2752,0.16866,0.31252,0.13816,0.66433,0
-74.006,-173.17,579.85,5245.7,0.11054,0.26453,0.15931,0.77939,0
-74.005,159.76,509.84,3584.8,0.14222,0.17993,0.31226,0.71429,0
-73.994,40.023,450.7,3650,0.12348,0.18952,0.11868,0.83449,0
-73.991,-161.43,313.33,3584.9,0.087404,0.19364,0.1303,0.97828,0
-73.983,-128.58,595.29,3624.5,0.16424,0.34741,0.32151,0.96805,0
-73.982,-21.07,1097,5462.8,0.20081,0.29327,0.29791,0.85093,0
-73.978,-96.57,545.63,4022.9,0.13563,0.25122,0.26151,0.82788,0
-73.97,45.516,304.72,3041.6,0.10018,0.09863,0.15673,0.64026,0
-73.962,-114.37,452.51,3903.4,0.11593,0.2114,0.27046,0.92452,0
-73.946,-162.1,754.68,7274.5,0.10374,0.19918,0.088842,0.99998,0
-73.944,-19.55,400.64,2810,0.14258,0.20066,0.1995,0.55754,0
-73.937,-111.64,215.13,2867.8,0.075017,0.10962,0.14465,0.7122,0
-73.937,-8.64,190.1,5474.9,0.034723,0.11227,0.031957,0.96924,0
-73.928,-20.17,1560.1,10361,0.15057,0.36148,0.35712,0.87878,0
-73.914,-16.6,441.97,3505.2,0.12609,0.1561,0.23795,0.8963,0
-73.908,-75.5,1180.3,6930.6,0.1703,0.32254,0.37903,0.96117,0
-73.902,-12.71,567.33,4899.2,0.1158,0.14896,0.15966,0.90828,0
-73.901,-118.4,820.94,5047.6,0.16264,0.32182,0.30252,0.77863,0
-73.897,142.47,496.4,2954.8,0.168,0.23842,0.15928,0.68,0
-73.89,76.149,1261.3,8125.6,0.15523,0.33638,0.27864,0.99028,0
-73.89,149.03,685.79,5598.8,0.12249,0.28484,0.22951,0.99176,0
-73.886,-102.84,871.58,5914.4,0.14737,0.32926,0.32007,0.9901,0
-73.886,-83.64,600.64,4651.8,0.12912,0.28037,0.24915,0.94,0
-73.88,-70.77,595.53,6779.7,0.087841,0.13795,0.14994,0.82528,0
-73.878,-98.01,560.91,3781.4,0.14833,0.29119,0.31074,0.71831,0
-73.868,-148.36,510.86,3415.6,0.14957,0.25624,0.32686,0.8788,0
-73.867,4.6245,390.53,3997.6,0.097692,0.14853,0.13366,0.8364,0
-73.862,-106.62,375.41,3783,0.099237,0.1576,0.16336,0.84343,0
-73.852,17.213,515.55,3425.4,0.15051,0.11946,0.15929,0.57332,0
-73.84,-60.78,672.64,5559.4,0.12099,0.15889,0.17023,0.60257,0
-73.835,177.11,499.33,5224.9,0.095566,0.1257,0.22418,0.95832,0
-73.834,7.6953,1550.6,6978.9,0.22219,0.30768,0.25957,0.62766,0
-73.83,-67.94,990.12,9590.8,0.10324,0.10191,0.12268,0.76111,0
-73.824,-73.06,645.72,5047.5,0.12793,0.22272,0.25118,0.83602,0
-73.818,-169.32,1259.9,8961,0.1406,0.21048,0.30193,0.8889,0
-73.813,-171.67,506.7,4501.1,0.11257,0.26528,0.28998,0.83706,0
-73.811,99.718,711.84,8680.5,0.082004,0.16576,0.13367,0.94653,0
-73.804,-84.54,333.38,4605.8,0.072382,0.11884,0.12857,0.97544,0
-73.796,-79.87,883.04,6669.2,0.13241,0.21506,0.30699,0.88889,0
-73.791,9.0104,600.3,4182.3,0.14353,0.24777,0.27067,0.91306,0
-73.789,74.059,425.06,2982.8,0.14251,0.2603,0.2029,0.96201,0
-73.782,-147.3,673.72,5493,0.12265,0.22879,0.15833,0.93276,0
-73.782,-105.74,343.44,4620.4,0.074332,0.10064,0.13273,0.99144,0
-73.779,-127.95,729.04,5796.1,0.12578,0.23781,0.1078,0.60495,0
-73.769,-117.39,494.52,4023,0.12292,0.14429,0.22924,0.65587,0
-73.768,115.07,301.23,2751.9,0.10946,0.16259,0.17676,0.73072,0
-73.768,-37.81,1176.9,8050.8,0.14619,0.38339,0.29594,0.90552,0
-73.767,161.15,594.06,3577.8,0.16604,0.35772,0.26474,0.97063,0
-73.759,29.989,662.24,3744.2,0.17687,0.29414,0.20935,0.58751,0
-73.75,10.692,755.34,7910.7,0.095483,0.24756,0.078071,0.81295,0
-73.744,49.954,326.64,3070.7,0.10638,0.12506,0.078924,0.63858,0
-73.741,-132.33,1018.7,6534.3,0.15589,0.37498,0.34042,0.95958,0
-73.735,-10.12,341.25,3584.8,0.095193,0.15631,0.15672,0.80356,0
-73.735,-2.91,463.34,5297.5,0.087463,0.15739,0.15293,0.85263,0
-73.734,-153.97,939.11,5443.6,0.17252,0.26338,0.29022,0.86615,0
-73.734,-114.08,285.8,3425.5,0.083435,0.1452,0.18415,0.98849,0
-73.726,-177.01,507.63,4453.8,0.11398,0.26841,0.22051,0.61223,0
-73.726,-41.43,363.87,5204.7,0.069912,0.08983,0.14792,0.8381,0
-73.723,-82.08,180,2896.8,0.062136,0.078036,0.043949,0.52087,0
-73.723,-78.57,565.76,4779.7,0.11837,0.14905,0.14511,0.7362,0
-73.716,-76.12,652.94,4998.1,0.13064,0.15358,0.21055,0.95279,0
-73.713,-71.94,411.31,4902.2,0.083905,0.093901,0.10182,0.77778,0
-73.712,-0.44,370.48,3012.9,0.12296,0.26263,0.2036,0.88895,0
-73.708,-39.08,753.93,6230.4,0.12101,0.21555,0.21753,0.70634,0
-73.707,-129.7,1975.1,10100,0.19555,0.46396,0.48639,0.99999,0
-73.701,168.41,555.64,4222.1,0.1316,0.25702,0.11144,0.75175,0
-73.7,116.71,395.33,3178.3,0.12438,0.14126,0.15241,0.73172,0
-73.686,-121.37,2663.3,14431,0.18456,0.41393,0.43637,0.99999,0
-73.684,-156.41,555.19,4978.7,0.11151,0.2643,0.14008,0.95415,0
-73.678,8.0116,766.08,6749.5,0.1135,0.11077,0.26731,0.95932,0
-73.676,-84.18,718.12,4859.3,0.14778,0.24283,0.21846,0.76729,0
-73.663,-89.69,1088.6,6446.5,0.16887,0.41059,0.27063,0.83846,0
-73.653,-142.14,722.65,6068.1,0.11909,0.25688,0.22305,0.89077,0
-73.653,-139.72,381.05,5417.1,0.070343,0.068855,0.19263,0.73515,0
-73.65,-38.38,421.63,4065.1,0.10372,0.11902,0.18091,0.73532,0
-73.637,-161.8,344.64,3070.5,0.11224,0.18664,0.20086,0.67946,0
-73.636,-15.95,781.04,6631.3,0.11778,0.2004,0.18451,0.77906,0
-73.633,-149.93,964.09,8871.3,0.10867,0.2674,0.11459,0.96152,0
-73.628,-37.1,1089.3,6930.7,0.15717,0.28531,0.31585,0.76317,0
-73.627,65.4,1821.6,13581,0.13412,0.2792,0.24367,0.84349,0
-73.625,-167.47,401.38,3305.3,0.12144,0.25055,0.2046,0.97644,0
-73.618,-60.38,497.83,4440.5,0.11211,0.24861,0.23275,0.94875,0
-73.617,56.966,491.61,3110.1,0.15807,0.26666,0.16857,0.68357,0
-73.614,-164.94,931.58,6919.9,0.13462,0.26153,0.32805,0.84786,0
-73.603,146.57,1014.1,6505.7,0.15587,0.3418,0.28908,0.97344,0
-73.599,-82.16,554.02,4261.9,0.13,0.18665,0.27212,0.74821,0
-73.596,109.66,348.75,3128.5,0.11147,0.15668,0.11823,0.72486,0
