lat,lon,depth_m,diameter_m,dD,pf_slope,ef_slope,circ,test
-65.543,60.78,211,3041.6,0.069373,0.079888,0.12385,0.7047,0
-65.54,177.22,561.29,5047.5,0.1112,0.16041,0.10691,0.67104,0
-65.521,99.606,578.75,4726.8,0.12244,0.24966,0.19858,0.82778,0
-65.521,-118.98,410.85,5542.6,0.074127,0.079469,0.1449,0.91806,0
-65.519,-39.67,688.46,6136.4,0.11219,0.18908,0.22302,0.8212,0
-65.518,71.99,255.01,2809.9,0.090755,0.048177,0.086467,0.79506,0
-65.516,110.64,557.01,3823.8,0.14567,0.1885,0.22703,0.84211,0
-65.516,-160.45,1028.8,7490.7,0.13735,0.27536,0.30048,0.9224,0
-65.512,-117.99,727.36,5245.6,0.13866,0.23672,0.22495,0.76812,0
-65.508,106.28,390.44,4113.3,0.094922,0.18361,0.069139,0.83038,0
-65.505,62.547,474.39,6037.4,0.078575,0.088861,0.14026,0.9531,0
-65.496,-154.48,646.34,3545.1,0.18232,0.33518,0.27626,0.86411,0
-65.485,-156.25,571.45,4222.1,0.13535,0.23308,0.30046,0.86887,0
-65.48,0.26547,363.5,3592,0.1012,0.19117,0.22506,0.93236,0
-65.472,-134.08,576.47,4182.2,0.13784,0.31281,0.24819,0.79545,0
-65.471,-66.27,1340.7,8762.8,0.153,0.22337,0.37547,0.98214,0
-65.47,-56.25,508.8,3983.2,0.12774,0.20129,0.21599,0.72995,0
-65.468,157.87,531.72,3983.2,0.13349,0.18502,0.28552,0.87725,0
-65.465,10.453,364.04,4866.7,0.074802,0.036863,0.075578,0.8984,0
-65.465,147.5,507.23,3852.8,0.13165,0.27339,0.267,0.86929,0
-65.464,85.882,273.47,3186.5,0.085821,0.18505,0.12687,0.83338,0
-65.461,105.14,631.12,4819.6,0.13095,0.1412,0.26083,0.8768,0
-65.459,18.096,415.7,3306,0.12574,0.20162,0.17993,0.91207,0
-65.458,-42.26,363.66,3014.1,0.12065,0.21953,0.21908,0.94913,0
-65.454,-117.22,487.53,4121.2,0.1183,0.10119,0.19458,0.94352,0
-65.452,-151.98,668.34,4421.3,0.15116,0.30135,0.29845,0.95694,0
-65.452,-75.39,517.58,2954.6,0.17518,0.2155,0.27589,0.84996,0
-65.446,176.52,1592.5,8574.5,0.18573,0.36074,0.24674,0.87272,0
-65.438,-147.38,1893.2,10718,0.17664,0.40973,0.39639,0.99996,0
-65.437,-136.08,1451,8820.7,0.1645,0.34814,0.35461,0.90647,0
-65.433,-150.16,745.51,4381.3,0.17016,0.35614,0.24968,0.79711,0
-65.428,-162.82,761.73,4779.6,0.15937,0.3947,0.2972,0.98358,0
-65.417,-116.09,569.58,4258,0.13377,0.24098,0.20022,0.8535,0
-65.408,130.22,220.08,3149,0.06989,0.14506,0.14097,0.97479,0
-65.406,-138.2,660.41,5289.9,0.12484,0.23878,0.30151,0.95455,0
-65.402,-5.7,799.96,5620.2,0.14234,0.32164,0.26801,0.95002,0
-65.399,-139.8,660.67,5297.6,0.12471,0.12269,0.23991,0.89267,0
-65.389,145.15,542.36,6037.5,0.089832,0.14117,0.13262,0.92427,0
-65.386,-161.24,646.7,4700.1,0.13759,0.26178,0.33957,0.99159,0
-65.386,-14.82,672.65,4948.6,0.13593,0.28074,0.26253,0.66664,0
-65.383,-162.19,771.43,5257.6,0.14673,0.28751,0.31484,0.87997,0
-65.38,62.461,480.52,5655.9,0.084959,0.10004,0.12877,0.96597,0
-65.377,-98.76,507.95,4084.5,0.12436,0.30493,0.17408,0.99303,0
-65.375,94.927,351.23,3736.9,0.093989,0.24233,0.21383,0.8487,0
-65.37,-123.24,461.76,6328.3,0.072967,0.098479,0.056675,0.72789,0
-65.369,-65.95,700.28,4261.8,0.16432,0.18245,0.28125,0.9304,0
-65.365,-11.49,671.97,4634,0.14501,0.30359,0.30024,0.93283,0
-65.362,24.701,339.55,5719.7,0.059365,0.12104,0.090725,0.94999,0
-65.359,-142.44,436.18,2838.9,0.15365,0.26761,0.26047,0.9703,0
-65.358,39.389,326.76,3302.2,0.098951,0.14279,0.11362,0.74025,0
-65.357,-169.56,483.57,4540.6,0.1065,0.14561,0.21348,0.93441,0
-65.35,-138.52,486.72,3775,0.12893,0.30591,0.32418,0.97938,0
-65.347,-70.35,402.49,2549.1,0.15789,0.31751,0.16855,0.82246,0
-65.346,-148.64,1948.2,13249,0.14704,0.31683,0.33711,0.88405,0
-65.345,-168.04,628.69,5542.5,0.11343,0.24009,0.16719,0.93336,0
-65.342,-154.47,517.22,3903.5,0.1325,0.26232,0.31404,0.90741,0
-65.333,-159.84,637.56,3997.8,0.15948,0.36405,0.32883,0.71875,0
-65.331,-176.55,1211.3,6328.2,0.19142,0.40782,0.46933,0.9145,0
-65.326,42.134,303.66,2925.8,0.10379,0.18446,0.21153,0.85591,0
-65.326,44.862,709.16,4222.1,0.16797,0.22774,0.3122,0.81537,0
-65.325,-124.3,427.12,4374.1,0.097647,0.13447,0.21631,0.98053,0
-65.322,6.8455,594.59,4292.9,0.13851,0.22558,0.36144,0.83722,0
-65.315,28.441,534.15,3997.6,0.13362,0.21446,0.24448,0.89614,0
-65.315,-152.22,751.01,5297.5,0.14177,0.2875,0.27976,0.97075,0
-65.303,37.409,280.19,2925.7,0.095768,0.12802,0.15967,0.95282,0
-65.296,70.985,482.56,4887.6,0.098732,0.10849,0.22223,0.9315,0
-65.294,86.784,317.85,5452.6,0.058293,0.11124,0.10619,0.96552,0
-65.294,-7,558.83,4461.1,0.12527,0.21218,0.3085,0.9872,0
-65.293,40.665,408.36,3886,0.10509,0.1864,0.22097,0.84618,0
-65.289,110.48,678.4,4899.2,0.13847,0.29854,0.30592,0.95189,0
-65.287,-4.98,564.77,5337.6,0.10581,0.21439,0.24877,0.8428,0
-65.277,-160.93,531.23,3099.5,0.17139,0.27857,0.28017,0.6948,0
-65.276,69.018,568.49,3186.5,0.1784,0.46799,0.29884,0.92444,0
-65.273,-37.2,1224.5,7140.8,0.17148,0.34286,0.33848,0.85002,0
-65.272,4.5658,575.03,3215.7,0.17882,0.26209,0.29008,0.81624,0
-65.272,104.49,492.5,3425.4,0.14378,0.20425,0.11825,0.61427,0
-65.271,-98.58,449.5,3765.8,0.11936,0.24929,0.18629,0.83339,0
-65.27,27.744,842.29,5740.5,0.14673,0.28754,0.26531,0.96668,0
-65.27,-14.56,419.99,3385.7,0.12405,0.23263,0.29125,0.77983,0
-65.263,-133.63,416.49,2921.8,0.14254,0.23311,0.20978,0.91428,0
-65.262,-68.84,368.99,3736.8,0.098745,0.19349,0.23641,0.72471,0
-65.261,-117.05,454.21,4102.6,0.11071,0.26688,0.1992,0.93637,0
-65.261,-111.69,293.03,3273.4,0.08952,0.16376,0.19979,0.96576,0
-65.254,179.95,599.24,4739.9,0.12643,0.098999,0.15844,0.68,0
-65.254,-66.1,581.24,3765.9,0.15434,0.26343,0.26882,0.97015,0
-65.249,-175.34,663.23,4979,0.1332,0.19,0.22406,0.7485,0
-65.243,120.23,340.98,3099.6,0.11001,0.16585,0.18157,0.67723,0
-65.236,79.228,629.94,4136,0.15231,0.30198,0.19697,0.95904,0
-65.235,32.108,386.45,3317.6,0.11649,0.26172,0.18249,0.76668,0
-65.234,-3.65,801.78,5178,0.15484,0.28623,0.3447,0.81246,0
-65.232,27.437,497.11,4443.4,0.11187,0.2321,0.26292,0.99138,0
-65.223,-149.28,989.84,4819.3,0.20539,0.29107,0.34654,0.69938,0
-65.221,-65.29,668.57,4604.2,0.14521,0.31564,0.34519,0.99182,0
-65.216,175.68,614.49,4978.8,0.12342,0.20884,0.22304,0.91238,0
-65.209,-151.15,330.11,3175.3,0.10396,0.11064,0.15195,0.86767,0
-65.209,-65.72,644.34,4886.3,0.13187,0.26125,0.23153,0.92592,0
-65.202,-40.41,495.42,3664.6,0.13519,0.22071,0.15554,0.7077,0
-65.197,76.917,765.55,5146.6,0.14875,0.38274,0.3308,0.85244,0
-65.195,-27.5,1577,10093,0.15624,0.34478,0.2498,0.97417,0
-65.188,-5.42,670.51,5018.7,0.1336,0.34542,0.26785,0.99213,0
-65.183,3.712,534.18,4432.1,0.12053,0.21122,0.27406,0.91615,0
-65.181,28.337,882.11,5690.9,0.155,0.29878,0.26094,0.77702,0
-65.18,6.0977,622.77,4341.6,0.14344,0.22407,0.2743,0.75694,0
-65.172,-6.11,830.4,6221.7,0.13347,0.26788,0.34368,0.81821,0
-65.171,57.2,388.81,4421.3,0.087939,0.20951,0.15317,0.86049,0
-65.161,83.432,1060.4,5736.8,0.18484,0.471,0.45988,0.96037,0
-65.151,138.46,320.11,3289.9,0.0973,0.237,0.19929,0.91201,0
-65.149,-149.01,698.47,3704.5,0.18855,0.27048,0.21006,0.76233,0
-65.149,-104.27,668.06,4779.8,0.13977,0.18874,0.30349,0.85716,0
-65.148,-164.26,808.9,6478.7,0.12486,0.21167,0.25911,0.98494,0
-65.143,-124.94,340.98,3004,0.11351,0.1431,0.22541,0.93842,0
-65.141,-126.09,359.38,3041.6,0.11816,0.090898,0.13114,0.78946,0
-65.137,-125.23,512.69,3649.8,0.14047,0.097361,0.29029,0.89998,0
-65.132,5.4601,837.13,5988,0.1398,0.23093,0.23868,0.88322,0
-65.131,-17.34,575.78,4660.2,0.12355,0.20588,0.15579,0.81818,0
-65.129,155.72,641.41,5839.7,0.10984,0.21314,0.21181,0.95452,0
-65.128,41.017,547.05,3943.1,0.13874,0.27649,0.25021,0.82496,0
-65.124,-18.89,664.79,4899.1,0.1357,0.22405,0.32729,0.97616,0
-65.123,-22.22,543.1,3592.1,0.15119,0.20604,0.18704,0.95389,0
-65.122,-136.33,463.43,4660.4,0.099439,0.21897,0.2096,0.87316,0
-65.112,6.7667,1459.1,9174.7,0.15903,0.32474,0.33042,0.99047,0
-65.108,-159.82,1004.3,6136.4,0.16366,0.31394,0.20862,0.77018,0
-65.105,-44.16,512.53,3881.8,0.13204,0.13585,0.24783,0.91156,0
-65.099,-6.82,498.4,4620.4,0.10787,0.23543,0.16981,0.98304,0
-65.089,-152.58,332.75,3814.4,0.087234,0.18028,0.18681,0.91424,0
-65.084,134.73,847.24,5224.7,0.16216,0.44338,0.32709,0.95499,0
-65.084,-89.73,406.12,3186.5,0.12745,0.28448,0.30687,0.99096,0
-65.084,-43.27,2396.9,13557,0.1768,0.43228,0.41996,0.7647,0
-65.079,-105.06,514.55,4580.6,0.11233,0.18932,0.24478,0.93494,0
-65.075,-54.14,587.26,3099.6,0.18947,0.18845,0.26665,0.79256,0
-65.073,85.817,750.75,6919.8,0.10849,0.23558,0.23361,0.85402,0
-65.073,-148.69,711.75,5058.6,0.1407,0.28046,0.34141,0.85235,0
-65.072,-57.35,377.72,3784.8,0.099798,0.21737,0.2102,0.92306,0
-65.07,-14.23,774.79,4750.7,0.16309,0.31471,0.32364,0.8889,0
-65.069,111.27,333.86,3015.6,0.11071,0.20438,0.25509,0.94267,0
-65.069,-163.79,932.23,5855.2,0.15921,0.31068,0.32076,0.83192,0
-65.066,75.829,566.37,4998.2,0.11332,0.18954,0.17524,0.66886,0
-65.062,106.79,435.12,3852.7,0.11294,0.25877,0.22341,0.89261,0
-65.058,40.844,450.83,3476.3,0.12969,0.19832,0.23003,0.81086,0
-65.057,42.512,448.53,3360.4,0.13348,0.25716,0.098046,0.81695,0
-65.055,-142.94,864.68,4849.8,0.17829,0.28712,0.26916,0.66217,0
-65.054,3.3408,506,4660.2,0.10858,0.17571,0.24397,0.89994,0
-65.044,16.558,612.2,4322,0.14165,0.33402,0.25564,0.77858,0
-65.043,-79.63,1645.4,9262.2,0.17764,0.40291,0.31322,0.99049,0
-65.038,171.92,751.82,5471.8,0.1374,0.2889,0.3447,0.95207,0
-65.035,-164.75,358.38,3707.9,0.096651,0.18487,0.15214,0.79009,0
-65.032,-7.4,504.69,4659.6,0.10831,0.20145,0.17617,0.99182,0
-65.03,18.223,460.31,3538.1,0.1301,0.24662,0.21448,0.82893,0
-65.016,25.067,955.14,6660.2,0.14341,0.33671,0.30094,0.96612,0
-65.015,81.676,288.97,3215.5,0.089866,0.2354,0.21763,0.92502,0
-65.015,173.3,1134.6,6730.2,0.16858,0.32277,0.28918,0.83436,0
-65.014,46.625,419.21,3784,0.11078,0.10086,0.086718,0.64629,0
-65.013,147.9,411.42,3649.9,0.11272,0.21375,0.21315,0.67021,0
-65.007,25.408,333.98,3505.1,0.095285,0.15249,0.14836,0.87685,0
-65.002,-171.61,1733.7,11203,0.15475,0.30706,0.40077,0.94443,0
-64.999,-46.62,1814.8,11094,0.16359,0.39292,0.40662,0.79528,0
-64.998,-31.85,446.05,3794.7,0.11754,0.22025,0.22538,0.92906,0
-64.996,14.766,772.58,4948.6,0.15612,0.28773,0.29972,0.63291,0
-64.983,30.303,208.64,3099.6,0.067313,0.065736,0.1355,0.67296,0
-64.978,63.787,616.1,4218,0.14606,0.27207,0.23603,0.78419,0
-64.971,125.33,1399,8842.5,0.15822,0.34042,0.3366,0.94872,0
-64.967,-161.78,412.06,3736.7,0.11027,0.25654,0.13266,0.99225,0
-64.959,-48.09,1080.7,6505.7,0.16612,0.3324,0.30776,0.97344,0
-64.958,87.78,477.66,3794.9,0.12587,0.27693,0.28041,0.96327,0
-64.952,-8.13,724.14,5344.6,0.13549,0.22091,0.21032,0.75526,0
-64.951,138.35,312.91,3621.1,0.086414,0.13276,0.14265,0.96155,0
-64.95,-3.07,489.9,3983.1,0.12299,0.22455,0.28682,0.94339,0
-64.948,50.223,1417.1,14730,0.096202,0.144,0.17258,0.81884,0
-64.945,-103.06,653.3,4779.8,0.13668,0.23403,0.27687,0.87595,0
-64.944,-175.41,435.44,3744.2,0.1163,0.2646,0.21434,0.9592,0
-64.943,-147.94,1466.7,8610.7,0.17034,0.32833,0.37581,0.94615,0
-64.938,76.758,284.53,2694.1,0.10561,0.21973,0.22348,0.92077,0
-64.93,-15.48,351.29,3968.6,0.088516,0.14698,0.1419,0.82529,0
-64.922,0.0626,483.08,4939.1,0.097808,0.23531,0.20725,0.92535,0
-64.922,-6.11,557.64,4006.1,0.1392,0.19558,0.2376,0.99068,0
-64.921,4.858,412.26,4023.2,0.10247,0.20829,0.23788,0.92308,0
-64.919,-158.08,906.04,5443.6,0.16644,0.21949,0.28263,0.90163,0
-64.909,-67.19,1210.7,7392.9,0.16377,0.25366,0.34449,0.90579,0
-64.907,10.221,590.22,6691.6,0.088204,0.13168,0.13868,0.92306,0
-64.907,-160.85,1051.8,5146.8,0.20435,0.34721,0.41509,0.6541,0
-64.905,64.963,430.31,3956.9,0.10875,0.23781,0.23734,0.97347,0
-64.904,-30.25,835.14,5196.1,0.16073,0.3062,0.35961,0.97218,0
-64.901,28.079,384.6,2364.2,0.16268,0.30355,0.2523,0.95555,0
-64.899,-122.54,470.08,2954.8,0.15909,0.30529,0.33331,0.9903,0
-64.89,108.64,529.39,4432.1,0.11944,0.23256,0.28091,0.9162,0
-64.889,14.235,502.03,7749.5,0.064782,0.062377,0.11639,0.89333,0
-64.886,-124.48,298.14,8492.9,0.035104,0.04418,0.063585,0.95419,0
-64.884,38.579,707.34,5254.5,0.13462,0.32158,0.22553,0.88741,0
-64.883,-104.56,641.05,5573.5,0.11502,0.24963,0.27861,0.76923,0
-64.877,-101.79,546.85,3744.1,0.14606,0.1326,0.1858,0.53712,0
-64.877,-21.4,792.18,4022.9,0.19692,0.37555,0.32463,0.90995,0
-64.875,104.49,254.3,3563,0.071371,0.11296,0.117,0.84247,0
-64.873,-174.05,563.93,3943.3,0.14301,0.22291,0.1414,0.77345,0
-64.871,70.657,555.62,4052.9,0.13709,0.16718,0.18468,0.78031,0
-64.871,-163.62,728.7,5217.9,0.13965,0.26755,0.22662,0.92256,0
-64.867,128.53,521.01,4612.1,0.11297,0.18768,0.24523,0.80282,0
-64.867,-154.13,594.99,4142.5,0.14363,0.2923,0.12358,0.88273,0
-64.856,86.192,221.61,2896.8,0.076502,0.12162,0.17087,0.83332,0
-64.854,13.509,391.03,3851,0.10154,0.19567,0.16277,0.99999,0
-64.851,-110.84,2580.3,13112,0.19679,0.31904,0.43504,0.84875,0
-64.85,-131,2978.8,18482,0.16117,0.25451,0.45947,0.98758,0
-64.847,-11.21,236.01,3041.6,0.077593,0.16901,0.13319,0.77207,0
-64.843,9.0321,564.84,4750.8,0.1189,0.26532,0.27022,0.9697,0
-64.841,55.245,401.92,6683.2,0.060139,0.064977,0.089924,0.77398,0
-64.839,6.1164,394.63,3624.6,0.10887,0.14219,0.14077,0.91002,0
-64.837,84.126,610.59,4725.3,0.12922,0.29085,0.27166,0.91047,0
-64.835,-143.66,767.25,4792.3,0.1601,0.27263,0.3463,0.91746,0
-64.833,-142.55,663.5,4164.6,0.15932,0.24688,0.3084,0.87708,0
-64.831,-155.59,560.71,4540.8,0.12348,0.10296,0.23397,0.98275,0
-64.83,-108.07,570.15,5245.7,0.10869,0.20283,0.21128,0.68387,0
-64.825,-151.83,725.88,6037.3,0.12023,0.21899,0.21786,0.8905,0
-64.824,-70.55,479.76,4620.4,0.10384,0.22761,0.14926,0.66666,0
-64.815,0.48182,517.09,3562.9,0.14513,0.24582,0.3122,0.93888,0
-64.814,-132.81,796.99,5839.5,0.13648,0.14468,0.22241,0.79194,0
-64.813,31.452,377.15,3244.4,0.11625,0.043509,0.17665,0.6054,0
-64.813,-148.53,548.11,5018.8,0.10921,0.21225,0.16933,0.98441,0
-64.808,-12,589.12,4461.2,0.13205,0.20804,0.19104,0.93337,0
-64.798,105.66,1497,9639.2,0.15531,0.32517,0.26206,0.79607,0
-64.786,-174.54,687.36,4772.7,0.14402,0.25628,0.29342,0.71014,0
-64.785,-71.94,373.82,4060.3,0.092068,0.27467,0.11977,0.90289,0
-64.783,-153.51,643.7,4548,0.14153,0.28562,0.24375,0.98124,0
-64.781,-152.64,526.87,3319,0.15874,0.32512,0.27387,0.99996,0
-64.777,-133.86,479.13,4222.1,0.11348,0.21675,0.19155,0.8618,0
-64.777,-23.77,907.34,6786,0.13371,0.23803,0.28775,0.98333,0
-64.776,-105.55,719.32,5542.5,0.12978,0.23216,0.32566,0.91806,0
-64.767,-159.93,1617.9,13331,0.12136,0.29688,0.23475,0.96826,0
-64.763,22.898,685.47,4107.9,0.16687,0.32356,0.33595,0.85365,0
-64.763,-113.19,362.01,3621.1,0.099971,0.13282,0.23046,0.99212,0
-64.762,-140.6,796.96,7097.3,0.11229,0.22107,0.21083,0.93753,0
-64.759,-125.75,1411.4,6505.7,0.21695,0.34592,0.2655,0.77463,0
-64.758,2.3001,351.87,2723,0.12922,0.11702,0.21235,0.72307,0
-64.757,-62.21,432.81,5370.5,0.08059,0.20165,0.12875,0.99999,0
-64.754,99.353,891.75,7215.4,0.12359,0.28244,0.27404,0.92423,0
-64.754,144.84,462.04,3881.6,0.11903,0.21506,0.16621,0.81212,0
-64.754,-155.31,490.92,3765.8,0.13036,0.24992,0.16867,0.87242,0
-64.754,-71.01,1211.6,8006.5,0.15133,0.2242,0.35711,0.87211,0
-64.752,-103.62,453.63,4899.3,0.092592,0.11749,0.21217,0.90444,0
-64.748,-106.5,635.56,4800.3,0.1324,0.25898,0.25185,0.86206,0
-64.745,176.3,1014.4,7506.7,0.13513,0.25032,0.31595,0.75524,0
-64.744,-98.65,1621,19597,0.082716,0.16315,0.073334,0.91619,0
-64.739,117.07,1082.2,7097.2,0.15248,0.31727,0.33108,0.97561,0
-64.739,-78.54,547.24,6136.4,0.089179,0.13168,0.15546,0.83222,0
-64.735,-134.13,412.62,3773.9,0.10934,0.25239,0.17838,0.96262,0
-64.733,-173.54,401.75,3360.4,0.11956,0.19942,0.1149,0.6823,0
-64.732,-144.93,451.51,3505.2,0.12881,0.21387,0.27372,0.968,0
-64.729,-22.12,1206.1,8917.5,0.13525,0.27221,0.35638,0.96428,0
-64.728,73.091,364.82,3360.2,0.10857,0.12366,0.13918,0.84669,0
-64.728,139.61,381.4,5027.2,0.075867,0.097388,0.093963,0.81731,0
-64.724,-39.65,422.21,4142.4,0.10192,0.070216,0.1445,0.89656,0
-64.721,-154.2,575.76,4978.8,0.11564,0.26666,0.25802,0.969,0
-64.721,-140.97,602.54,3948.5,0.1526,0.34182,0.29855,0.98095,0
-64.714,-160.42,873.25,5344.7,0.16339,0.17887,0.31695,0.92309,0
-64.714,-109.18,794.61,5493.2,0.14465,0.18367,0.2174,0.70703,0
-64.709,-21.43,489.56,5098.4,0.096022,0.15452,0.1928,0.9846,0
-64.707,147.3,354.56,3389.4,0.10461,0.20723,0.11505,0.95126,0
-64.694,17.65,407.45,4043.5,0.10077,0.1956,0.21783,0.89242,0
-64.694,79.006,656.42,4580.6,0.14331,0.33357,0.34488,0.9664,0
-64.68,134.19,347.94,2787.9,0.1248,0.25829,0.23731,0.87722,0
-64.677,-112.14,474.04,3244.4,0.14611,0.11458,0.13771,0.67878,0
-64.674,-146.69,541.3,3707.9,0.14599,0.29005,0.22437,0.87074,0
-64.673,-17.35,850.45,4859.4,0.17501,0.28439,0.37187,0.86526,0
-64.668,21.658,289.49,3186.5,0.09085,0.22725,0.13645,0.96495,0
-64.665,33.681,380.64,2983.7,0.12758,0.23683,0.25041,0.88031,0
-64.664,-57.83,310.86,3186.7,0.09755,0.15251,0.15049,0.97355,0
-64.658,-121.31,823.42,6037.4,0.13639,0.18094,0.26635,0.77706,0
-64.651,56.345,1057.8,6433.5,0.16441,0.21806,0.18913,0.65659,0
-64.651,-172.16,542.36,3863.6,0.14038,0.24514,0.23328,0.79507,0
-64.648,-149.96,690.3,6002.8,0.115,0.24174,0.21913,0.90778,0
-64.641,-65.28,336.79,3823.8,0.088079,0.20306,0.11454,0.99997,0
-64.641,-4.16,547.1,4939.1,0.11077,0.27224,0.27349,0.97635,0
-64.639,80.12,551.09,3903.5,0.14118,0.26207,0.27288,0.7481,0
-64.635,-47.29,380.04,3650,0.10412,0.24415,0.12745,0.99997,0
-64.628,176.99,1260.8,6829.1,0.18462,0.32521,0.33865,0.79766,0
-64.627,-138.08,967.42,7747.7,0.12487,0.22868,0.19167,0.99999,0
-64.625,-136.01,2037.7,20305,0.10035,0.14485,0.24827,0.98462,0
-64.623,-39.84,348.57,4022.9,0.086646,0.10818,0.19876,0.84872,0
-64.622,-161.64,789.91,4739.9,0.16665,0.29902,0.33395,0.90838,0
-64.62,-60.46,1793,11746,0.15266,0.17584,0.24986,0.93525,0
-64.618,5.3837,663.51,6185.9,0.10726,0.14449,0.1857,0.65789,0
-64.618,-43.83,1731.2,9161.1,0.18897,0.45617,0.51009,0.99997,0
-64.617,128.19,779.83,6087,0.12811,0.2151,0.17946,0.95351,0
-64.615,-158.88,1545.4,10916,0.14158,0.2968,0.34276,0.90443,0
-64.609,-172.4,566.64,4500.9,0.12589,0.24094,0.25774,0.9496,0
-64.606,-163.34,645.97,4341.5,0.14879,0.26608,0.27624,0.88613,0
-64.605,-164.69,541.32,3510.6,0.1542,0.23202,0.22192,0.69804,0
-64.602,-54.94,460.64,3215.5,0.14325,0.14046,0.084512,0.68519,0
-64.599,-161.35,501.06,3783.9,0.13242,0.21473,0.30589,0.83334,0
-64.596,-62.24,308.08,2723,0.11314,0.19715,0.1934,0.92159,0
-64.589,-46.09,1090.1,6860.6,0.15889,0.38479,0.30178,0.73683,0
-64.588,-12.49,232.05,2552,0.090928,0.17185,0.13249,0.90827,0
-64.585,-178.87,755.82,6494.3,0.11638,0.24056,0.20681,0.91673,0
-64.579,-100.45,711.33,7324.3,0.097118,0.19162,0.23767,0.98669,0
-64.577,101.4,1484.9,8364.4,0.17753,0.25391,0.34307,0.90515,0
-64.576,86.677,347.58,3534.1,0.098351,0.21292,0.1943,0.81334,0
-64.568,-150.91,413.49,4576.9,0.090343,0.11778,0.23156,0.92941,0
-64.567,-140.29,725.38,5018.6,0.14454,0.28153,0.29541,0.94733,0
-64.566,41.061,344.4,2996.9,0.11492,0.22898,0.22543,0.92037,0
-64.564,120.38,443.8,12147,0.036534,0.058127,0.049521,0.99271,0
-64.562,10.7,468.28,4222.1,0.11091,0.22371,0.23726,0.7162,0
-64.559,-143.4,1051.2,6102.9,0.17225,0.30885,0.24586,0.80499,0
-64.558,20.424,388.36,3244.6,0.11969,0.17441,0.18457,0.86829,0
-64.558,174.04,1239.9,8576,0.14458,0.18987,0.29041,0.87349,0
-64.558,-167.19,356.99,3157.6,0.11306,0.18453,0.24569,0.88617,0
-64.556,84.41,345.63,4077.6,0.084764,0.15737,0.17162,0.83998,0
-64.553,-65.53,500.55,3244.4,0.15428,0.16684,0.21956,0.81158,0
-64.552,-6.63,594.39,5032.2,0.11812,0.23205,0.21151,0.91305,0
-64.55,17.062,665.1,6919.9,0.096115,0.21168,0.10675,0.94356,0
-64.55,-110.19,887.49,5295.1,0.16761,0.26027,0.36796,0.81677,0
-64.544,-13.12,692.06,5178.1,0.13365,0.18,0.11959,0.78313,0
-64.543,37.714,400.8,3273.4,0.12244,0.2073,0.21521,0.75332,0
-64.542,14.615,701.73,10182,0.068917,0.2174,0.078506,1,0
-64.539,22.669,577.43,5974.6,0.096647,0.17905,0.12748,0.79786,0
-64.537,146.93,712.84,6742.4,0.10573,0.12434,0.10185,0.77553,0
-64.535,-96.89,501.76,3418.2,0.14679,0.27581,0.27342,0.90778,0
-64.533,142.43,525.74,3186.4,0.165,0.28119,0.33755,0.84617,0
-64.532,70.792,504.6,4302.5,0.11728,0.19664,0.23573,0.71875,0
-64.53,-66.9,1580,12192,0.12959,0.1149,0.19534,0.86048,0
-64.524,95.921,1003.2,5938.4,0.16893,0.38539,0.47815,0.93024,0
-64.521,-179.8,371.89,4142.7,0.089771,0.23351,0.14221,0.96625,0
-64.521,-146.65,767.89,4779.6,0.16066,0.32071,0.37464,0.93747,0
-64.518,-104.79,646.52,5245.7,0.12325,0.26143,0.1773,0.81541,0
-64.517,-152.26,788.53,4261.9,0.18502,0.36935,0.1428,0.89168,0
-64.513,178.4,1874.7,11075,0.16927,0.3868,0.38358,0.82117,0
-64.509,-74.87,777.36,5591.9,0.13902,0.27996,0.25048,0.75836,0
-64.507,-124.98,798.94,6644.2,0.12025,0.068234,0.16219,0.89158,0
-64.501,-20.97,765.09,7347.7,0.10413,0.22895,0.191,0.99242,0
-64.499,-48.97,340.71,2419.5,0.14082,0.16403,0.18137,0.98096,0
-64.497,51.568,2175.2,18649,0.11664,0.26105,0.23623,0.96825,0
-64.497,-37.99,550.11,4381.4,0.12556,0.25643,0.24217,0.97341,0
-64.493,-64.64,1215.6,8045.9,0.15109,0.33169,0.31537,0.88598,0
-64.489,-160.94,887.4,6037.5,0.14698,0.21054,0.26654,0.95313,0
-64.485,9.8708,340.44,3352.3,0.10155,0.17269,0.20355,0.82317,0
-64.484,25.843,428.13,2722.9,0.15723,0.39107,0.32777,0.97919,0
-64.479,-168.33,556.4,2722.9,0.20434,0.38709,0.49069,0.99995,0
-64.477,15.733,340.02,2752,0.12355,0.25002,0.18268,0.75396,0
-64.477,-116.8,791.97,4934.8,0.16049,0.2896,0.37576,0.95281,0
-64.476,-154.21,1468.5,7038.1,0.20865,0.34253,0.3534,0.81506,0
-64.473,32.221,394.27,2288.4,0.17229,0.23808,0.31247,0.97528,0
-64.47,-166.79,881.07,4859.1,0.18132,0.29553,0.39187,0.84718,0
-64.457,-115.6,1385.1,9400.1,0.14735,0.1408,0.16466,0.71514,0
-64.457,-15.52,537.31,4739.9,0.11336,0.1089,0.19032,0.90151,0
-64.448,-72.29,849.33,7156.2,0.11868,0.089075,0.15909,0.903,0
-64.443,4.3517,287.5,3215.4,0.089412,0.11701,0.21397,0.99107,0
-64.442,-102.01,470.01,5009.2,0.093828,0.18322,0.17681,0.65407,0
-64.436,140.06,382.55,3022.8,0.12655,0.23425,0.31585,0.77854,0
